#BLTrackFile Det
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight
-3.71914 -1.2384 865 -1.28323 -0.42729 298.454 2.88536 22 391 1 0 1 
0.978172 -1.42224 865 0.337998 -0.491443 298.893 2.88533 22 393 1 0 1 
3.99884 -2.19177 865 1.37802 -0.755294 298.083 2.88537 22 395 1 0 1 
-1.76103 -2.488 865 -0.615149 -0.869091 302.155 2.88535 22 396 1 0 1 
-0.94319 -0.115367 865 -0.327347 -0.0400399 300.21 2.88533 22 397 1 0 1 
0.647936 -0.569291 865 0.223825 -0.196658 298.808 2.88533 22 398 1 0 1 
1.42383 -1.8472 865 0.489275 -0.63476 297.243 2.88534 22 399 1 0 1 
-1.58656 -2.59771 865 -0.556879 -0.911787 303.612 2.88535 22 401 1 0 1 
-0.174805 -3.83866 865 -0.0611411 -1.34264 302.549 2.88536 22 402 1 0 1 
0.811443 -0.221074 865 0.279123 -0.0760456 297.545 2.88533 22 403 1 0 1 
-7.05582 0.224867 865 -0.027284 -0.000844016 2.81444 2.88545 22 404 3055 1738 1 
7.37061 -6.67506 865 0.0436531 -0.043186 4.49326 2.88556 22 404 3107 1738 1 
-0.451984 -2.32142 865 -0.156014 -0.8013 298.578 2.88534 22 408 1 0 1 
-2.18736 -1.33077 865 -0.759268 -0.461932 300.255 2.88534 22 410 1 0 1 
-0.592342 -1.27464 865 -0.20459 -0.440252 298.764 2.88533 22 411 1 0 1 
1.19579 -2.39291 865 0.00309649 -0.00829554 2.62896 2.88534 22 412 2636 1635 1 
-0.797359 -1.99257 865 -0.280245 -0.700322 304.018 2.88534 22 413 1 0 1 
-1.04286 -1.84773 865 -0.360539 -0.638803 299.05 2.88534 22 416 1 0 1 
-2.11908 -2.73419 865 -0.734492 -0.947697 299.817 2.88535 22 422 1 0 1 
-2.5537 -0.658316 865 -0.889186 -0.229222 301.189 2.88534 22 427 1 0 1 
0.308046 -0.881009 865 0.106737 -0.305268 299.721 2.88533 22 429 1 0 1 
0.500786 -4.69255 865 0.172933 -1.62045 298.704 2.88537 22 432 1 0 1 
3.42101 -2.83703 865 1.17779 -0.976738 297.804 2.88537 22 433 1 0 1 
0.15663 -0.103403 865 0.053831 -0.0355378 297.284 2.88533 22 436 1 0 1 
-2.20437 -0.902112 865 -0.761273 -0.311543 298.726 2.88534 22 440 1 0 1 
