#BLTrackFile noise_measure_Det
#x y z Px Py Pz t PDGid EventID TrackID ParentID Weight
0.244652 -1.93785 1505 0.000842748 -0.00137076 1.22928 5.02015 22 2187 1004 1 100 
-1.70765 -1.54639 1505 -0.301507 -0.197216 202.441 5.02015 22 2218 1004 1 100 
-0.0342914 -1.1854 1505 -0.0151905 -0.31267 327.716 5.02014 22 2283 1002 1 100 
-0.0877143 -1.5994 1505 0.0295458 -0.167674 140.352 5.02014 22 2293 1001 1 100 
1.61696 -1.77106 1505 0.00466354 -0.00539561 3.89163 5.02015 22 2299 1003 1 100 
-0.417416 -0.766276 1505 0.057628 -0.136516 373.155 5.02014 22 2319 1001 1 100 
2.18676 -2.33 1505 0.000659124 -0.000483665 0.299879 5.02016 22 2361 1002 1 100 
-2.5268 0.488114 1505 -0.000709593 0.000214785 0.248773 5.02017 22 2369 1002 1 100 
0.264554 -2.75108 1505 0.0112938 -0.0569289 28.7041 5.02015 22 2381 1001 1 100 
-2.59753 0.786138 1505 -0.0713419 0.0331535 38.7854 5.02015 22 2385 1001 1 100 
-0.418326 0.609402 1505 -0.000224689 0.000910943 1.26543 5.02014 22 2385 1033 1 100 
-3.29869 -2.61949 1505 -0.160839 -0.0979614 50.5092 5.02018 22 2409 1001 1 100 
-2.69939 -46.5314 1505 -0.0466076 -0.953971 27.364 5.02281 22 2442 1002 1 100 
1.70357 1.54573 1505 0.00425747 0.00480602 2.81752 5.02016 22 2465 1001 1 100 
-2.21853 -2.83668 1505 -0.0154298 -0.0186899 8.4307 5.02016 22 2535 1005 1 100 
-2.01444 -0.932082 1505 -0.152127 -0.0657475 85.6914 5.02015 22 2547 1002 1 100 
40.1412 -34.319 1505 0.02116 -0.0180175 0.685256 5.02374 22 2560 1001 1 100 
-0.630431 0.44666 1505 -0.0750455 0.0489333 98.938 5.02014 22 2599 1001 1 100 
-1.0529 -2.73457 1505 -0.00919907 -0.0179314 8.5998 5.02015 22 2628 1002 1 100 
1.8604 -2.7101 1505 0.0250722 -0.0344858 16.902 5.02015 22 2694 1006 1 100 
-2.44432 -0.371152 1505 -0.0179157 -0.00240109 8.38292 5.02015 22 2711 1001 1 100 
-4.27712 0.16874 1505 -1.45469 0.0973518 418.097 5.02017 22 2717 1001 1 100 
-3.17073 -0.278704 1505 -0.0176258 -0.000509652 7.15569 5.02015 22 2729 1002 1 100 
4.39045 -45.9003 1505 0.00392881 -0.0437223 1.27915 5.02272 22 2752 1004 1 100 
1.2245 -0.040656 1505 0.34547 0.0101666 240.024 5.02015 22 2756 1001 1 100 
-48.4826 -22.848 1505 -0.0559525 -0.0253283 1.50682 5.02378 22 2757 1001 1 100 
0.156734 1.85593 1505 0.148107 0.470487 259.551 5.02015 22 2759 1001 1 100 
0.0741811 -3.36696 1505 0.00487886 -0.231737 84.622 5.02016 22 2792 1003 1 100 
-2.42345 -1.58966 1505 -0.000885998 -0.000574174 0.457673 5.02015 22 2828 1001 1 100 
-2.10086 -1.19717 1505 -0.0982092 -0.0439836 51.769 5.02015 22 2871 1001 1 100 
-1.13243 -3.4662 1505 -0.000810781 -0.00340812 1.15612 5.02016 22 2885 1001 1 100 
2.17315 1.54061 1505 0.00766331 0.00854457 5.09365 5.02015 22 2887 1003 1 100 
0.9705 0.0474048 1505 0.0217389 0.002706 57.3775 5.02014 22 2902 1002 1 100 
1.10662 -1.68184 1505 0.0820162 -0.100261 98.5007 5.02014 22 2909 1002 1 100 
-1.89359 -1.17437 1505 -0.149287 -0.0652249 102.423 5.02015 22 2917 1001 1 100 
0.0434652 0.623335 1505 2.89768e-05 0.000438399 0.535836 5.02014 22 2955 1001 1 100 
-2.75787 -2.51982 1505 -0.0275566 -0.0219925 11.3377 5.02016 22 3021 1002 1 100 
-0.403566 0.13919 1505 -6.86194e-05 0.000182949 0.234562 5.02015 22 3051 1044 1 100 
-1.6933 -3.05922 1505 -0.332919 -0.412522 165.177 5.02017 22 3053 1005 1 100 
-1.49886 -1.46598 1505 -0.0104865 -0.00744747 8.06997 5.02014 22 3054 1004 1 100 
1.91015 -0.27681 1505 0.00390276 -0.000508488 2.78867 5.02014 22 3066 1007 1 100 
0.415799 -0.538617 1505 0.00289375 -0.00638718 15.1989 5.02014 22 3067 1049 1 100 
-3.23511 -0.719634 1505 -0.00135639 -3.89698e-05 0.515866 5.02016 22 3068 1001 1 100 
4.234 -2.03404 1505 0.095228 -0.0432767 25.7398 5.02018 22 3193 1002 1 100 
-40.8964 -41.4073 1505 -0.00637183 -0.00635388 0.203752 5.02442 22 3194 1001 1 100 
-3.08218 -2.10045 1505 -0.00160928 -0.00109881 0.611113 5.02016 22 3215 1001 1 100 
43.0459 -29.7267 1505 0.0463661 -0.0315261 1.4006 5.02364 22 3217 1002 1 100 
-1.15029 1.88616 1505 -0.000740859 0.00121392 0.699648 5.02015 22 3227 1003 1 100 
-2.43489 -0.515034 1505 -0.000875519 -0.00010587 0.41976 5.02015 22 3228 1002 1 100 
38.6625 -29.1974 1505 0.00857084 -0.00636813 0.293736 5.02303 22 3231 1001 1 100 
-49.0112 -12.6523 1505 -0.132509 -0.0331404 3.51771 5.02344 22 3237 1001 1 100 
48.8699 -35.9778 1505 0.0193424 -0.0143392 0.520964 5.02482 22 3262 1001 1 100 
1.14265 -0.469796 1505 0.000168855 -4.51876e-05 0.200419 5.02014 22 3268 1002 1 100 
2.46456 -0.677555 1505 0.00226984 -0.000693439 1.22479 5.02015 22 3271 1001 1 100 
-0.59307 2.28657 1505 -0.0113898 0.0598354 24.7864 5.02016 22 3308 1029 1 100 
2.09201 0.622602 1505 0.000368212 0.0001575 0.190939 5.02015 22 3316 1028 1 100 
1.64385 -0.171927 1505 0.0549047 -0.000182764 38.879 5.02014 22 3343 1001 1 100 
1.64066 3.7463 1505 0.000629146 0.00185111 0.525008 5.02018 22 3363 1003 1 100 
2.49197 0.434954 1505 0.00459566 0.00110839 1.89288 5.02016 22 3425 1003 1 100 
-0.635624 -2.43926 1505 -0.0627156 -0.318815 153.997 5.02015 22 3429 1002 1 100 
-42.5948 -22.5817 1505 -0.0568223 -0.0303944 1.76818 5.02305 22 3468 1001 1 100 
-49.4618 -24.4206 1505 -0.00574057 -0.00276923 0.150245 5.02407 22 3478 1031 1030 100 
29.9937 -49.3515 1505 0.558323 -0.883931 23.3101 5.02456 22 3506 1001 1 100 
28.846 -40.4495 1505 0.0222909 -0.0300136 0.998761 5.02321 22 3525 1002 1 100 
1.74801 -3.16099 1505 0.566174 -0.752683 273.777 5.02017 22 3529 1004 1 100 
-46.6163 -32.5033 1505 -0.0141037 -0.00988523 0.400101 5.02419 22 3569 1001 1 100 
-43.6415 -35.9817 1505 -0.0934858 -0.0781325 2.77092 5.02438 22 3595 1001 1 100 
-34.213 -35.9699 1505 -0.08919 -0.0902672 3.35276 5.0233 22 3628 1002 1 100 
1.03583 -3.40592 1505 0.0551258 -0.150848 55.0783 5.02016 22 3630 1002 1 100 
-37.6934 -40.8071 1505 -0.0961458 -0.104443 3.32329 5.02413 22 3632 1002 1 100 
38.9001 -33.7129 1505 1.15635 -1.00662 39.2777 5.02348 22 3637 1002 1 100 
2.40696 0.8732 1505 0.211594 0.0897605 103.636 5.02015 22 3640 1001 1 100 
4.19949 -2.16941 1505 1.10747 -0.443488 286.883 5.02018 22 3642 1001 1 100 
-30.6708 -37.2785 1505 -0.00263461 -0.00320043 0.113643 5.02305 22 3652 1001 1 100 
2.19216 -1.91425 1505 0.00374461 -0.00234714 1.98544 5.02015 22 3652 1002 1 100 
41.2041 -39.6342 1505 0.0277739 -0.0264429 0.871719 5.02437 22 3688 1002 1 100 
0.0807562 1.50448 1505 -0.00481876 0.0404743 24.5308 5.02015 22 3689 1003 1 100 
-1.37919 -0.34198 1505 -0.000555416 -2.83173e-05 0.476542 5.02014 22 3692 1002 1 100 
-1.88904 -1.00227 1505 -0.0103011 -0.00378735 7.97057 5.02014 22 3746 1002 1 100 
-1.8811 -1.31145 1505 -0.0354478 -0.0118739 22.0068 5.02015 22 3754 1002 1 100 
0.589813 -1.84402 1505 0.00851468 -0.0342775 24.7178 5.02014 22 3763 1002 1 100 
-1.09644 -1.03756 1505 -0.00549455 -0.00349943 5.99202 5.02014 22 3788 1002 1 100 
-2.30209 -2.77134 1505 -0.00041097 -0.000523202 0.219001 5.02016 22 3822 1003 1 100 
2.01266 -2.3636 1505 0.0211963 -0.0223325 13.5422 5.02015 22 3828 1002 1 100 
-48.1293 -23.2805 1505 -0.053453 -0.0254993 1.45899 5.02374 22 3830 1001 1 100 
0.254471 -2.45174 1505 -1.23514e-05 -0.00256056 1.34223 5.02015 22 3833 1002 1 100 
0.778783 -2.80781 1505 0.00387066 -0.021602 9.91317 5.02015 22 3833 1003 1 100 
-1.44772 -0.764083 1505 -0.264922 -0.103264 204.997 5.02014 22 3845 1002 1 100 
43.537 -41.4453 1505 0.126283 -0.118675 3.80956 5.02466 22 3847 1001 1 100 
-0.419805 -1.63679 1505 -0.18543 -0.367065 334.28 5.02014 22 3886 1001 1 100 
0.891633 -1.099 1505 0.0216976 -0.00905732 32.1488 5.02014 22 3906 1001 1 100 
29.9742 -39.7846 1505 0.0223144 -0.0305903 0.999083 5.02329 22 3917 1001 1 100 
-0.710796 -1.99921 1505 -0.00119472 -0.00586442 3.92064 5.02014 22 3943 1015 1 100 
2.5922 -2.54505 1505 0.533321 -0.563793 277.094 5.02016 22 3974 1004 1 100 
0.855461 -1.07175 1505 0.0137606 -0.00678632 16.4006 5.02014 22 4030 1038 1 100 
-3.2315 -0.524859 1505 -0.813159 -0.125152 335.443 5.02015 22 4061 1001 1 100 
1.28768 -0.914632 1505 0.00102434 -0.000670432 1.00049 5.02014 22 4061 1003 1 100 
-33.2715 -40.4071 1505 -0.653606 -0.782059 25.491 5.02364 22 4065 1001 1 100 
30.0703 -40.1768 1505 0.0366561 -0.0492471 1.61912 5.02328 22 4087 1013 1 100 
1.37947 -1.38363 1505 0.00498828 -0.00580786 5.98414 5.02014 22 4098 1001 1 100 
-1.31466 -1.1981 1505 -0.00091744 -0.00117119 1.33127 5.02014 22 4115 1002 1 100 
32.079 -41.2861 1505 0.0871575 -0.114528 3.65366 5.02357 22 4122 1001 1 100 
31.3899 -48.7888 1505 0.344191 -0.534958 14.4161 5.0244 22 4138 1002 1 100 
-1.36472 -0.819341 1505 -0.000365009 -0.000101923 0.349055 5.02014 22 4156 1036 1 100 
1.79838 -1.66727 1505 0.00789636 -0.00546895 5.33193 5.02015 22 4196 1001 1 100 
49.9544 -29.23 1505 0.0372802 -0.0212833 0.980935 5.02433 22 4214 1001 1 100 
48.3538 -3.48819 1505 1.08523 -0.056365 29.5986 5.02309 22 4244 1001 1 100 
2.29415 1.73878 1505 0.00118919 0.00142772 0.771994 5.02016 22 4311 1003 1 100 
-1.57415 3.93349 1505 -0.00133052 0.00457916 1.21365 5.02018 22 4315 1001 1 100 
0.433649 -2.89173 1505 0.000284569 -0.00224839 1.11118 5.02015 22 4375 1030 1 100 
-2.12966 -0.0759048 1505 -0.0368923 -0.000738694 27.1527 5.02014 22 4409 1003 1 100 
-48.6635 -8.1445 1505 -1.33124 -0.218429 36.1177 5.02319 22 4431 1002 1 100 
35.0826 -48.9474 1505 1.40019 -1.92407 51.6459 5.02478 22 4445 1001 1 100 
46.9725 -49.7555 1505 3.951 -4.13924 109.745 5.02608 22 4475 1001 1 100 
-19.1093 -49.3552 1505 -0.645212 -1.69291 45.6722 5.02359 22 4483 1001 1 100 
-40.9469 -44.6082 1505 -0.0265833 -0.0288806 0.863479 5.02466 22 4483 1002 1 100 
46.8947 -28.2312 1505 2.10148 -1.23419 58.0765 5.02399 22 4495 1001 1 100 
1.53085 -2.23278 1505 0.0241919 -0.0530564 27.7011 5.02015 22 4507 1003 1 100 
-4.33873 3.74123 1505 -0.00335665 0.00318236 0.893307 5.02021 22 4555 1001 1 100 
1.42773 -1.98862 1505 0.00284138 -0.00338117 2.84439 5.02015 22 4569 1003 1 100 
-3.90309 -2.28054 1505 -0.0122005 -0.00630276 3.54966 5.02017 22 4572 1002 1 100 
-36.467 -35.2049 1505 -0.00532296 -0.00499778 0.190819 5.02334 22 4595 1001 1 100 
0.841663 -2.15779 1505 0.00458733 -0.0197526 12.8113 5.02015 22 4635 1002 1 100 
37.7376 -36.864 1505 0.73638 -0.716447 25.4501 5.0237 22 4648 1001 1 100 
1.08752 -3.6454 1505 0.00085468 -0.00414024 1.30444 5.02016 22 4712 1004 1 100 
-47.1681 -18.0968 1505 -0.100789 -0.038959 2.84423 5.0233 22 4717 1001 1 100 
-0.58232 -0.525727 1505 -0.0380732 -0.00928161 106.658 5.02014 22 4727 1002 1 100 
-3.01254 0.43797 1505 -0.126538 0.037093 57.245 5.02015 22 4727 1003 1 100 
30.4612 -41.6383 1505 0.0404081 -0.0556698 1.74088 5.02355 22 4733 1001 1 100 
37.7817 -41.3962 1505 2.3641 -2.61017 82.0963 5.02416 22 4733 1003 1 100 
-0.427152 0.888858 1505 -0.00136993 0.0015314 1.67245 5.02015 22 4781 1004 1 100 
3.26017 -1.49431 1505 0.00141338 -0.00059259 0.556742 5.02016 22 4838 1001 1 100 
1.91956 -0.696009 1505 0.00805642 -0.00273439 6.16301 5.02014 22 4893 1003 1 100 
-0.160594 -0.683048 1505 -0.0413176 -0.0228171 53.8073 5.02015 22 4902 1002 1 100 
-25.2123 -46.9021 1505 -0.0150698 -0.0278745 0.778876 5.02376 22 4949 1002 1 100 
48.7158 -25.6224 1505 0.0110043 -0.00588966 0.298292 5.02398 22 4968 1001 1 100 
1.47395 -49.8917 1505 0.00109685 -0.042924 1.12562 5.02332 22 5039 1002 1 100 
2.7155 -1.24087 1505 0.00133905 -0.000518895 0.577755 5.02015 22 5075 1002 1 100 
-0.902464 -2.43713 1505 -0.277106 -0.550976 334.681 5.02015 22 5091 1001 1 100 
-0.668544 0.640367 1505 -0.000982291 0.000861031 1.34247 5.02014 22 5097 1003 1 100 
-29.2326 -37.6787 1505 -0.0141966 -0.0182366 0.648271 5.02292 22 5106 1001 1 100 
49.9251 -45.6528 1505 0.0101808 -0.00942954 0.269331 5.02594 22 5147 1001 1 100 
-3.45583 1.48002 1505 -0.000380199 0.000233081 0.136259 5.02017 22 5205 1002 1 100 
4.35593 0.871862 1505 0.0366134 0.00921673 9.85666 5.02017 22 5252 1001 1 100 
-49.1918 -30.0377 1505 -0.0278809 -0.0168868 0.733127 5.02447 22 5274 1001 1 100 
1.11745 0.521038 1505 0.00118874 0.00134793 2.55541 5.02014 22 5305 1002 1 100 
0.102434 -1.76698 1505 0.0202859 -0.0868035 74.0546 5.02014 22 5330 1001 1 100 
1.70469 -0.242307 1505 0.0707141 -0.000889952 38.2926 5.02015 22 5362 1002 1 100 
39.3288 -38.1877 1505 0.0150328 -0.0147376 0.494512 5.02411 22 5372 1002 1 100 
0.105899 -2.01443 1505 7.03844e-05 -0.000299074 0.262325 5.02014 22 5384 1003 1 100 
-2.61741 -1.40198 1505 -0.028549 -0.0151652 12.9447 5.02015 22 5400 1003 1 100 
1.91403 -3.44764 1505 0.000545351 -0.00109039 0.388144 5.02016 22 5423 1044 1 100 
-2.3471 -0.937732 1505 -0.145524 -0.0676154 91.2347 5.02015 22 5450 1003 1 100 
-0.863398 -2.06646 1505 -0.0338129 -0.0587894 39.1384 5.02015 22 5482 1003 1 100 
38.9561 -46.0061 1505 0.00538748 -0.00639014 0.182006 5.02476 22 5504 1001 1 100 
-21.3229 -41.5285 1505 -0.378741 -0.757849 24.2823 5.02281 22 5544 1001 1 100 
0.362317 -0.796105 1505 1.24043e-05 -0.000156881 0.237088 5.02014 22 5582 1001 1 100 
0.562873 -0.327602 1505 0.027491 -0.00555521 33.1834 5.02014 22 5605 1004 1 100 
-0.62861 -1.31234 1505 -0.155305 -0.247899 312.512 5.02014 22 5652 1002 1 100 
-32.919 -34.9577 1505 -0.594664 -0.611395 23.4688 5.02303 22 5681 1003 1 100 
-2.26773 -1.38359 1505 -0.000737213 -0.000412778 0.464614 5.02015 22 5687 1001 1 100 
37.1006 -46.7428 1505 2.74436 -3.50497 97.5224 5.02469 22 5706 1001 1 100 
1.79592 -1.16591 1505 0.0132457 -0.00506176 9.78672 5.02015 22 5761 1002 1 100 
0.264587 -1.7288 1505 -0.000126327 -0.00884498 6.6467 5.02014 22 5764 1002 1 100 
3.09165 1.50284 1505 0.048858 0.0316871 20.2627 5.02016 22 5786 1002 1 100 
2.36246 -0.481283 1505 0.155364 -0.0259668 89.3195 5.02015 22 5799 1001 1 100 
2.7024 -1.29701 1505 0.00332081 -0.0014656 1.60715 5.02015 22 5841 1001 1 100 
-1.88975 -4.25793 1505 -0.000664591 -0.00164397 0.453701 5.02017 22 5842 1014 1 100 
29.4456 -46.7423 1505 0.0197736 -0.0313921 0.883515 5.02399 22 5843 1001 1 100 
-0.767133 -0.331733 1505 -0.0154708 -0.0050936 28.5141 5.02014 22 5851 1001 1 100 
-1.62727 -2.14383 1505 -0.000973551 -0.00220365 1.23642 5.02015 22 5852 1001 1 100 
-41.4452 -29.5307 1505 -5.19097 -3.63392 163.09 5.02344 22 5872 1001 1 100 
32.4104 -44.6066 1505 4.55228 -6.3008 184.87 5.024 22 5875 1001 1 100 
-3.52277 -1.03539 1505 -0.00213233 -0.000423429 0.622793 5.02017 22 5921 1006 1 100 
-1.2709 -1.66101 1505 -0.00101122 -0.000920698 0.805131 5.02015 22 5949 1002 1 100 
-43.6152 -17.0931 1505 -0.0216432 -0.00876662 0.663245 5.02291 22 5957 1001 1 100 
-2.04152 -1.72522 1505 -0.000562973 -0.000490603 0.368768 5.02015 22 5979 1003 1 100 
-39.0768 -39.8323 1505 -0.0741679 -0.0748332 2.45329 5.02417 22 5987 1001 1 100 
39.9613 -28.7205 1505 0.160682 -0.118629 5.35742 5.02318 22 6001 1003 1 100 
44.4314 -39.4585 1505 1.05437 -0.909227 30.4157 5.02475 22 6017 1001 1 100 
-31.72 -36.4701 1505 -0.0515092 -0.0595102 2.16112 5.02304 22 6127 1002 1 100 
-1.62073 -4.09993 1505 -0.00178815 -0.00339407 0.96445 5.02018 22 6162 1001 1 100 
-0.161582 -0.415449 1505 -0.00430292 0.000559538 8.85357 5.02014 22 6173 1001 1 100 
